trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
60,False,"{'a': 0.01, 'e': 0.6999999999999997}",25,0,-171.25199304837648,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
61,False,"{'a': 0.01, 'e': 0.6949999999999997}",25,0,-185.26640444029337,"{0: 13, 1: 3, 2: 5, 3: 1, 4: 3}",0
62,False,"{'a': 0.01, 'e': 0.6899999999999997}",25,0,-110.49794398684982,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",0
63,False,"{'a': 0.01, 'e': 0.6849999999999997}",20,0,-34.18935665241816,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
64,False,"{'a': 0.01, 'e': 0.6799999999999997}",25,0,-87.709072435586,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
65,False,"{'a': 0.01, 'e': 0.6749999999999997}",20,2,-69.45025432606546,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 2}",1
66,False,"{'a': 0.01, 'e': 0.6699999999999997}",25,0,-76.527489098466,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 1}",0
67,False,"{'a': 0.01, 'e': 0.6649999999999997}",25,3,-92.75585718721271,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 2}",1
68,False,"{'a': 0.01, 'e': 0.6599999999999997}",30,10,-3.611722969408019,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
69,False,"{'a': 0.01, 'e': 0.6549999999999997}",20,12,5.021902011948361,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
70,False,"{'a': 0.01, 'e': 0.6499999999999997}",20,3,-47.57077262855873,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
71,False,"{'a': 0.01, 'e': 0.6449999999999997}",20,0,-57.223543031900086,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
72,False,"{'a': 0.01, 'e': 0.6399999999999997}",20,6,-20.98027736540383,"{0: 10, 1: 3, 2: 0, 3: 1, 4: 0}",1
73,False,"{'a': 0.01, 'e': 0.6349999999999997}",25,18,-11.084464914459048,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
74,False,"{'a': 0.01, 'e': 0.6299999999999997}",25,0,-13.490352692887047,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
75,False,"{'a': 0.01, 'e': 0.6249999999999997}",25,4,-75.36770112245738,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 1}",1
76,False,"{'a': 0.01, 'e': 0.6199999999999997}",20,9,-13.195954278985953,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
77,False,"{'a': 0.01, 'e': 0.6149999999999997}",25,10,-9.114589577145358,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
78,False,"{'a': 0.01, 'e': 0.6099999999999997}",25,12,-33.9588515965682,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
79,False,"{'a': 0.01, 'e': 0.6049999999999996}",25,0,-39.387681714658754,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
80,False,"{'a': 0.01, 'e': 0.5999999999999996}",25,15,8.133440599815192,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.01, 'e': 0.5949999999999996}",25,0,-52.503805061376355,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
82,False,"{'a': 0.01, 'e': 0.5899999999999996}",30,0,-76.18650926993521,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
83,False,"{'a': 0.01, 'e': 0.5849999999999996}",25,8,-30.433581770995072,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
84,False,"{'a': 0.01, 'e': 0.5799999999999996}",25,0,-7.69635270473713,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
85,False,"{'a': 0.01, 'e': 0.5749999999999996}",20,0,-30.99642301235036,"{0: 14, 1: 4, 2: 1, 3: 1, 4: 0}",0
86,False,"{'a': 0.01, 'e': 0.5699999999999996}",25,17,-30.46270898871951,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
